game_id,home_team,away_team,home_goals,away_goals,home_xg,away_xg,toi,home_shots,away_shots,home_assists,away_assists,home_penalties_committed,away_penalties_committed,home_win,home_games,home_wins,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_win_rate,home_first_xg,home_first_toi,home_first_eff,home_second_xg,home_second_toi,home_second_eff,home_offensive_disparity,away_games,away_wins,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_win_rate,away_first_xg,away_first_toi,away_first_eff,away_second_xg,away_second_toi,away_second_eff,away_offensive_disparity,win_rate_diff,xg_diff,shots_diff,goal_diff_diff,first_eff_diff,second_eff_diff,disparity_diff,xg_ratio,shots_ratio,first_eff_ratio,home_xg_squared,away_xg_squared,win_rate_diff_squared,home_xg_eff,away_xg_eff,home_strength,away_strength,strength_diff,home_total_line_xg,away_total_line_xg,home_avg_line_eff,away_avg_line_eff
game_1007,guatemala,ethiopia,4,2,3.1553,1.7116,3600.01,31,21,5,4,7,7,1,82,42,40,231,236,-5,0.5121951219512195,85.13,109959.13,0.0008,62.01,108565.97,0.0006,1.36,82,43,39,267,247,20,0.524390243902439,68.17,110562.04,0.0006,72.68,106755.99,0.0007,0.91,-0.012195121951219523,1.4437,10,-25,0.0002000000000000001,-0.00010000000000000005,0.45000000000000007,1.8424033633072523,1.476120184753107,0.5000000000000001,9.95591809,2.92957456,0.00014872099940511625,0.00252424,0.00102696,0.0012929034146341464,0.0005385278048780488,0.0007543756097560977,147.14,140.85000000000002,0.0007,0.00065
game_1008,south_korea,oman,4,2,3.2679,1.873,3599.98,30,18,6,1,9,14,1,82,39,43,288,302,-14,0.4756097560975609,80.75,107308.14,0.0008,70.59,103807.97,0.0007,1.11,82,35,47,241,283,-42,0.4268292682926829,72.3,105801.59,0.0007,72.96,104888.32,0.0007,0.98,0.04878048780487798,1.3949,12,28,0.00010000000000000005,0.0,0.13000000000000012,1.743810032017076,1.6665740792178212,0.47058823529411764,10.67917041,3.508129,0.0023795359904818496,0.0026143200000000003,0.0013111,0.0012433960975609755,0.0005596158536585366,0.0006837802439024389,151.34,145.26,0.00075,0.0007
game_1009,mongolia,new_zealand,2,7,2.4405,3.4256,3599.98,26,30,3,13,8,4,0,82,27,55,179,244,-65,0.3292682926829268,50.89,111536.48,0.0005,47.01,107701.87,0.0004,1.05,82,40,42,219,226,-7,0.4878048780487805,72.19,107495.38,0.0007,58.31,106366.41,0.0005,1.23,-0.1585365853658537,-0.9851000000000001,-4,-58,-0.00019999999999999998,-9.999999999999999e-05,-0.17999999999999994,0.7122220276659079,0.8666377787407086,0.29411764705882354,5.956040250000001,11.734735360000002,0.025133848899464614,0.00122025,0.00239792,0.00040178963414634145,0.0011697170731707319,-0.0007679274390243905,97.9,130.5,0.00045,0.0006000000000000001
game_101,canada,panama,2,4,2.8035,2.3543,3600.0,24,22,2,6,4,5,0,82,36,46,222,265,-43,0.4390243902439024,74.02,112738.79,0.0007,70.48,108486.72,0.0006,1.01,82,46,36,255,213,42,0.5609756097560976,78.8,112040.08,0.0007,64.79,110449.45,0.0006,1.2,-0.12195121951219523,0.44920000000000027,2,-85,0.0,0.0,-0.18999999999999995,1.1902942300343906,1.0908595063860733,0.4117647058823529,7.8596122500000005,5.542728489999999,0.014872099940511627,0.00196245,0.0016480099999999999,0.0008615634146341462,0.0009244934146341463,-6.29300000000001e-05,144.5,143.59,0.00065,0.00065
game_1010,netherlands,iceland,0,4,2.2677,2.0596,3599.99,19,20,0,8,9,6,0,82,54,28,243,174,69,0.6585365853658537,67.51,113849.1,0.0006,59.96,112610.55,0.0005,1.11,82,46,36,238,209,29,0.5609756097560976,77.99,109065.62,0.0007,57.8,107036.73,0.0005,1.32,0.09756097560975607,0.20809999999999995,-1,40,-0.00010000000000000005,0.0,-0.20999999999999996,1.1005047073667864,0.9499525023748812,0.3529411764705882,5.14246329,4.24195216,0.00951814396192742,0.0013606199999999999,0.00144172,0.0008960180487804877,0.0008087697560975612,8.724829268292656e-05,127.47,135.79,0.0005499999999999999,0.0006000000000000001
game_1011,indonesia,uae,2,1,2.3027,1.7261,3599.99,27,15,0,2,8,9,1,82,41,41,221,210,11,0.5,57.44,114647.07,0.0005,58.09,111305.84,0.0005,0.96,82,38,44,202,250,-48,0.4634146341463415,62.69,113847.32,0.0006,45.7,112457.95,0.0004,1.36,0.036585365853658514,0.5766000000000002,12,59,-9.999999999999994e-05,9.999999999999999e-05,-0.40000000000000013,1.3332754328064387,1.7998800079994668,0.31250000000000006,5.302427290000001,2.97942121,0.0013384889946460423,0.0011513500000000002,0.0010356599999999999,0.0005756750000000001,0.00047994,9.573500000000011e-05,115.53,108.39,0.0005,0.0005
game_1012,mexico,usa,4,3,3.8837,2.001,3599.98,32,18,3,6,6,6,1,82,38,44,236,253,-17,0.4634146341463415,78.23,110369.42,0.0007,73.13,109271.44,0.0007,1.06,82,35,47,240,287,-47,0.4268292682926829,81.27,107480.47,0.0008,58.14,104909.22,0.0006,1.36,0.03658536585365857,1.8827000000000003,14,30,-0.00010000000000000005,0.00010000000000000005,-0.30000000000000004,1.9399100899100903,1.7776790178323425,0.3888888888888889,15.083125690000001,4.004001,0.0013384889946460464,0.00271859,0.0016008,0.0012598343902439026,0.0006832682926829268,0.0005765660975609757,151.36,139.41,0.0007,0.0007
game_1013,panama,rwanda,5,1,3.5503,2.2175,3600.0,25,24,9,2,5,13,1,82,46,36,255,213,42,0.5609756097560976,78.8,112040.08,0.0007,64.79,110449.45,0.0006,1.2,82,30,52,202,265,-63,0.3658536585365853,69.07,107006.96,0.0006,57.03,105418.77,0.0005,1.19,0.1951219512195123,1.3328000000000002,1,105,0.00010000000000000005,9.999999999999994e-05,0.010000000000000009,1.6003155285102548,1.0416232656972626,0.43750000000000006,12.60463009,4.917306249999999,0.03807257584770974,0.00248521,0.0013304999999999999,0.0013941421951219513,0.00048676829268292667,0.0009073739024390246,143.59,126.1,0.00065,0.0005499999999999999
game_1014,kazakhstan,france,1,6,1.4778,3.4081,3599.99,15,29,2,11,5,4,0,82,30,52,193,248,-55,0.3658536585365853,52.87,114056.8,0.0005,51.99,112334.42,0.0005,1.0,82,37,45,241,265,-24,0.4512195121951219,79.18,112104.22,0.0007,58.26,110535.24,0.0005,1.34,-0.0853658536585366,-1.9303000000000001,-14,-31,-0.00019999999999999998,0.0,-0.3400000000000001,0.4334868440350826,0.5172235440157236,0.29411764705882354,2.18389284,11.61514561,0.007287328970850687,0.0007389,0.00238567,0.0002703292682926829,0.0010764608536585364,-0.0008061315853658535,104.86,137.44,0.0005,0.0006000000000000001
game_1015,brazil,singapore,5,4,5.3765,3.3193,3875.59,39,37,6,7,8,11,1,82,58,24,276,189,87,0.7073170731707317,81.03,108743.0,0.0007,81.74,107499.01,0.0008,0.98,82,40,42,255,269,-14,0.4878048780487805,80.49,110835.72,0.0007,63.8,110264.68,0.0006,1.26,0.2195121951219512,2.0572,2,101,0.0,0.0002000000000000001,-0.28,1.619281390235822,1.054025566876571,0.4117647058823529,28.90675225,11.017752490000001,0.048185603807257574,0.00376355,0.00232351,0.0026620231707317073,0.001133419512195122,0.0015286036585365854,162.76999999999998,144.29,0.00075,0.00065
game_1016,thailand,vietnam,3,1,3.1693,2.8072,3599.98,23,30,3,2,6,8,1,82,50,32,294,248,46,0.6097560975609756,86.34,109874.04,0.0008,86.28,107264.8,0.0008,0.98,82,39,43,223,257,-34,0.4756097560975609,61.79,110912.34,0.0006,64.85,109978.0,0.0006,0.94,0.1341463414634147,0.36209999999999987,-7,80,0.0002000000000000001,0.0002000000000000001,0.040000000000000036,1.1285877074282458,0.7666411119629345,0.5000000000000001,10.044462489999999,7.88037184,0.017995240928019053,0.00253544,0.0016843199999999998,0.001546,0.0008010790243902437,0.0007449209756097563,172.62,126.63999999999999,0.0008,0.0006
game_1017,thailand,switzerland,5,0,4.517,0.8815,3599.99,35,12,7,0,5,8,1,82,50,32,294,248,46,0.6097560975609756,86.34,109874.04,0.0008,86.28,107264.8,0.0008,0.98,82,36,46,201,229,-28,0.4390243902439024,52.57,110987.13,0.0005,58.43,109669.8,0.0005,0.89,0.1707317073170732,3.6355000000000004,23,74,0.00030000000000000003,0.00030000000000000003,0.08999999999999997,5.118413597733712,2.916423631364053,0.5333333333333333,20.403289000000004,0.7770422499999999,0.02914931588340275,0.0036136000000000007,0.00044075,0.0022034146341463417,0.0001935,0.0020099146341463416,172.62,111.0,0.0008,0.0005
game_1018,ethiopia,france,3,6,3.271,3.024,3600.01,30,28,6,9,8,4,0,82,43,39,267,247,20,0.524390243902439,68.17,110562.04,0.0006,72.68,106755.99,0.0007,0.91,82,37,45,241,265,-24,0.4512195121951219,79.18,112104.22,0.0007,58.26,110535.24,0.0005,1.34,0.07317073170731714,0.2469999999999999,2,44,-0.00010000000000000005,0.00019999999999999998,-0.43000000000000005,1.0813223140495867,1.0713903074890183,0.3529411764705882,10.699441,9.144576,0.0053539559785841856,0.0019625999999999997,0.0021168,0.0010291682926829267,0.0009551414634146341,7.402682926829264e-05,140.85000000000002,137.44,0.00065,0.0006000000000000001
game_1019,rwanda,germany,2,1,2.6954,2.5323,3599.99,23,20,3,2,7,8,1,82,30,52,202,265,-63,0.3658536585365853,69.07,107006.96,0.0006,57.03,105418.77,0.0005,1.19,82,36,46,253,274,-21,0.4390243902439024,67.5,112102.08,0.0006,69.39,110169.16,0.0006,0.96,-0.07317073170731708,0.16309999999999958,3,-42,0.0,-9.999999999999994e-05,0.22999999999999998,1.063987684048474,1.1499425028748562,0.375,7.265181159999999,6.412543290000001,0.005353955978584178,0.0016172399999999998,0.00151938,0.0005916731707317071,0.0006670448780487804,-7.537170731707326e-05,126.1,136.89,0.0005499999999999999,0.0006
game_102,switzerland,ethiopia,4,3,4.0929,3.1363,4831.56,41,31,6,5,15,11,1,82,36,46,201,229,-28,0.4390243902439024,52.57,110987.13,0.0005,58.43,109669.8,0.0005,0.89,82,43,39,267,247,20,0.524390243902439,68.17,110562.04,0.0006,72.68,106755.99,0.0007,0.91,-0.08536585365853666,0.9566000000000003,10,-48,-9.999999999999994e-05,-0.00019999999999999998,-0.020000000000000018,1.304593121473879,1.322537982645721,0.31250000000000006,16.75183041,9.836377689999999,0.007287328970850697,0.00204645,0.0018817799999999998,0.0008984414634146341,0.0009867870731707317,-8.834560975609759e-05,111.0,140.85000000000002,0.0005,0.00065
game_1020,canada,saudi_arabia,5,3,1.8603,2.2325,3600.0,19,23,7,2,6,5,1,82,36,46,222,265,-43,0.4390243902439024,74.02,112738.79,0.0007,70.48,108486.72,0.0006,1.01,82,39,43,195,205,-10,0.4756097560975609,70.48,113760.45,0.0006,51.19,112605.88,0.0005,1.36,-0.036585365853658514,-0.37219999999999986,-4,-33,0.00010000000000000005,9.999999999999994e-05,-0.3500000000000001,0.8329079919409,0.8260510412590757,0.43750000000000006,3.46071609,4.98405625,0.0013384889946460423,0.00130221,0.0013394999999999998,0.0005717019512195121,0.0006370792682926827,-6.53773170731706e-05,144.5,121.67,0.00065,0.0005499999999999999
game_1021,philippines,kazakhstan,1,0,1.5471,2.3172,4449.4,17,29,2,0,2,3,1,82,43,39,198,186,12,0.524390243902439,61.01,119737.71,0.0005,59.32,116453.64,0.0005,1.0,82,30,52,193,248,-55,0.3658536585365853,52.87,114056.8,0.0005,51.99,112334.42,0.0005,1.0,0.15853658536585374,-0.7701000000000002,-12,67,0.0,0.0,0.0,0.667371236304029,0.5861866832178201,0.3333333333333333,2.3935184099999995,5.36941584,0.02513384889946463,0.00077355,0.0011586,0.0004056420731707317,0.00042387804878048777,-1.8235975609756086e-05,120.33,104.86,0.0005,0.0005
game_1022,netherlands,india,2,3,4.0264,2.2817,3600.01,34,28,3,5,4,7,0,82,54,28,243,174,69,0.6585365853658537,67.51,113849.1,0.0006,59.96,112610.55,0.0005,1.11,82,49,33,221,193,28,0.5975609756097561,75.42,112740.07,0.0007,64.17,111915.35,0.0006,1.17,0.060975609756097615,1.7447,6,41,-0.00010000000000000005,-9.999999999999994e-05,-0.05999999999999983,1.763876111622202,1.214242348487554,0.3529411764705882,16.211896959999997,5.20615489,0.0037180249851279067,0.00241584,0.0015971899999999999,0.0015909190243902438,0.0009544184146341462,0.0006365006097560976,127.47,139.59,0.0005499999999999999,0.00065
game_1023,iceland,uk,1,4,2.8753,3.1719,3600.01,25,30,2,5,4,6,0,82,46,36,238,209,29,0.5609756097560976,77.99,109065.62,0.0007,57.8,107036.73,0.0005,1.32,82,39,43,244,211,33,0.4756097560975609,87.06,115712.71,0.0008,72.55,112425.66,0.0006,1.17,0.08536585365853672,-0.29659999999999975,-5,-4,-0.00010000000000000005,-9.999999999999994e-05,0.15000000000000013,0.9062056793469697,0.8333055564814505,0.3888888888888889,8.26735009,10.06094961,0.007287328970850706,0.00201271,0.00253752,0.0011290812195121954,0.0012068692682926827,-7.778804878048732e-05,135.79,159.61,0.0006000000000000001,0.0007
game_1024,uae,new_zealand,2,5,2.3761,4.9233,3600.0,21,38,2,7,8,3,0,82,38,44,202,250,-48,0.4634146341463415,62.69,113847.32,0.0006,45.7,112457.95,0.0004,1.36,82,40,42,219,226,-7,0.4878048780487805,72.19,107495.38,0.0007,58.31,106366.41,0.0005,1.23,-0.02439024390243899,-2.5472,-17,-41,-0.00010000000000000005,-9.999999999999999e-05,0.13000000000000012,0.4825254350872205,0.5526170363937791,0.3529411764705882,5.645851210000001,24.238882890000003,0.0005948839976204624,0.00142566,0.00344631,0.0006606717073170731,0.0016811268292682927,-0.0010204551219512195,108.39,130.5,0.0005,0.0006000000000000001
game_1025,vietnam,peru,2,3,4.3044,2.7586,4208.3,42,26,3,3,6,5,0,82,39,43,223,257,-34,0.4756097560975609,61.79,110912.34,0.0006,64.85,109978.0,0.0006,0.94,82,52,30,256,178,78,0.6341463414634146,75.46,114488.83,0.0007,62.55,113674.83,0.0006,1.2,-0.15853658536585374,1.5458000000000003,16,-112,-0.00010000000000000005,0.0,-0.26,1.5597912740976956,1.6153224875966308,0.3529411764705882,18.52785936,7.60987396,0.02513384889946463,0.0025826399999999998,0.0019310199999999999,0.0012283287804878045,0.001224549268292683,3.779512195121581e-06,126.63999999999999,138.01,0.0006,0.00065
game_1026,serbia,china,1,7,3.098,3.3222,3600.01,28,30,2,13,5,6,0,82,41,41,269,264,5,0.5,84.05,108305.97,0.0008,73.53,105312.95,0.0007,1.11,82,47,35,239,193,46,0.573170731707317,79.64,114861.38,0.0007,74.24,112620.31,0.0007,1.05,-0.07317073170731703,-0.22420000000000018,-2,-41,0.00010000000000000005,0.0,0.06000000000000005,0.9322339913336543,0.9333022232592246,0.47058823529411764,9.597603999999999,11.037012840000001,0.005353955978584169,0.0024784,0.00232554,0.0012392,0.001332931463414634,-9.373146341463403e-05,157.57999999999998,153.88,0.00075,0.0007
game_1027,mexico,guatemala,2,6,2.5339,2.3632,3600.0,24,25,4,8,5,6,0,82,38,44,236,253,-17,0.4634146341463415,78.23,110369.42,0.0007,73.13,109271.44,0.0007,1.06,82,42,40,231,236,-5,0.5121951219512195,85.13,109959.13,0.0008,62.01,108565.97,0.0006,1.36,-0.04878048780487804,0.17070000000000007,-1,-12,-0.00010000000000000005,0.00010000000000000005,-0.30000000000000004,1.0717790373064886,0.9599616015359386,0.3888888888888889,6.4206492100000006,5.58471424,0.002379535990481855,0.00177373,0.0018905600000000001,0.0008219724390243903,0.0009683356097560977,-0.00014636317073170736,151.36,147.14,0.0007,0.0007
game_1028,indonesia,mongolia,5,1,3.4311000000000003,0.9396,3600.01,29,12,8,1,0,8,1,82,41,41,221,210,11,0.5,57.44,114647.07,0.0005,58.09,111305.84,0.0005,0.96,82,27,55,179,244,-65,0.3292682926829268,50.89,111536.48,0.0005,47.01,107701.87,0.0004,1.05,0.1707317073170732,2.4915000000000003,17,76,0.0,9.999999999999999e-05,-0.09000000000000008,3.647778014033596,2.416465294558787,0.3333333333333333,11.772447210000001,0.88284816,0.02914931588340275,0.0017155500000000001,0.0004698,0.0008577750000000001,0.00015469024390243901,0.0007030847560975611,115.53,97.9,0.0005,0.00045
game_1029,morocco,singapore,5,2,3.2949,3.212,3600.01,30,32,9,2,6,7,1,82,37,45,249,269,-20,0.4512195121951219,73.31,114302.51,0.0006,71.48,111332.83,0.0006,1.0,82,40,42,255,269,-14,0.4878048780487805,80.49,110835.72,0.0007,63.8,110264.68,0.0006,1.26,-0.03658536585365857,0.08289999999999997,-2,-6,-0.00010000000000000005,0.0,-0.26,1.0254901960784315,0.9374707040404988,0.3529411764705882,10.85636601,10.316944000000001,0.0013384889946460464,0.00197694,0.0022484000000000002,0.0008920339024390243,0.001096780487804878,-0.00020474658536585367,144.79000000000002,144.29,0.0006,0.00065
game_103,uae,morocco,0,7,2.2586,4.6517,3599.98,26,41,0,13,10,6,0,82,38,44,202,250,-48,0.4634146341463415,62.69,113847.32,0.0006,45.7,112457.95,0.0004,1.36,82,37,45,249,269,-20,0.4512195121951219,73.31,114302.51,0.0006,71.48,111332.83,0.0006,1.0,0.012195121951219579,-2.3931,-15,-28,0.0,-0.00019999999999999993,0.3600000000000001,0.4854385625550755,0.6341308748567108,0.375,5.101273959999999,21.638312889999998,0.0001487209994051176,0.0013551599999999998,0.0027910199999999995,0.0006280009756097562,0.001259362682926829,-0.0006313617073170728,108.39,144.79000000000002,0.0005,0.0006
game_1030,panama,pakistan,2,3,3.1242,2.8035,3600.02,26,26,4,6,3,6,0,82,46,36,255,213,42,0.5609756097560976,78.8,112040.08,0.0007,64.79,110449.45,0.0006,1.2,82,49,33,263,212,51,0.5975609756097561,87.17,105813.38,0.0008,83.53,104933.06,0.0008,1.03,-0.03658536585365846,0.3207,0,-9,-0.00010000000000000005,-0.0002000000000000001,0.16999999999999993,1.113995364592619,0.9999615399407714,0.3888888888888889,9.76062564,7.8596122500000005,0.0013384889946460384,0.00218694,0.0022428,0.00122682,0.001340209756097561,-0.00011338975609756106,143.59,170.7,0.00065,0.0008
game_1031,brazil,usa,2,1,1.9207,3.8882,3599.9700000000003,15,33,2,2,12,10,1,82,58,24,276,189,87,0.7073170731707317,81.03,108743.0,0.0007,81.74,107499.01,0.0008,0.98,82,35,47,240,287,-47,0.4268292682926829,81.27,107480.47,0.0008,58.14,104909.22,0.0006,1.36,0.28048780487804875,-1.9674999999999998,-18,134,-0.00010000000000000005,0.0002000000000000001,-0.3800000000000001,0.4938547773320992,0.4545316808581559,0.3888888888888889,3.6890884900000005,15.11809924,0.07867340868530635,0.00134449,0.00311056,0.0009509807317073171,0.0013276780487804878,-0.0003766973170731707,162.76999999999998,139.41,0.00075,0.0007
game_1032,ethiopia,saudi_arabia,2,3,2.8853,3.6744,3599.99,27,35,3,4,7,5,0,82,43,39,267,247,20,0.524390243902439,68.17,110562.04,0.0006,72.68,106755.99,0.0007,0.91,82,39,43,195,205,-10,0.4756097560975609,70.48,113760.45,0.0006,51.19,112605.88,0.0005,1.36,0.04878048780487815,-0.7890999999999999,-8,30,0.0,0.00019999999999999998,-0.45000000000000007,0.7850302007944714,0.7714065312419646,0.375,8.32495609,13.50121536,0.0023795359904818657,0.00173118,0.00220464,0.0009078139024390244,0.0010485482926829266,-0.0001407343902439022,140.85000000000002,121.67,0.00065,0.0005499999999999999
game_1033,serbia,oman,3,2,4.5167,2.7824,3599.98,35,26,6,3,7,13,1,82,41,41,269,264,5,0.5,84.05,108305.97,0.0008,73.53,105312.95,0.0007,1.11,82,35,47,241,283,-42,0.4268292682926829,72.3,105801.59,0.0007,72.96,104888.32,0.0007,0.98,0.07317073170731708,1.7343000000000002,9,47,0.00010000000000000005,0.0,0.13000000000000012,1.622727599338938,1.3461020729971924,0.47058823529411764,20.400578890000002,7.74174976,0.005353955978584178,0.0036133600000000004,0.00194768,0.0018066800000000002,0.0008313268292682927,0.0009753531707317075,157.57999999999998,145.26,0.00075,0.0007
game_1034,uk,usa,2,1,3.8018,2.9006,3600.01,30,25,3,2,3,5,1,82,39,43,244,211,33,0.4756097560975609,87.06,115712.71,0.0008,72.55,112425.66,0.0006,1.17,82,35,47,240,287,-47,0.4268292682926829,81.27,107480.47,0.0008,58.14,104909.22,0.0006,1.36,0.04878048780487798,0.9012000000000002,5,80,0.0,0.0,-0.19000000000000017,1.310242624758754,1.1999520019199232,0.4444444444444445,14.45368324,8.41348036,0.0023795359904818496,0.0030414400000000003,0.00232048,0.0014465385365853656,0.000990448780487805,0.00045608975609756066,159.61,139.41,0.0007,0.0007
